,SAMPLE_001,SAMPLE_002,SAMPLE_003,SAMPLE_004,SAMPLE_005,SAMPLE_006,SAMPLE_007,SAMPLE_008,SAMPLE_009,SAMPLE_010,SAMPLE_011,SAMPLE_012,SAMPLE_013,SAMPLE_014,SAMPLE_015,SAMPLE_016,SAMPLE_017,SAMPLE_018,SAMPLE_019,SAMPLE_020,SAMPLE_021,SAMPLE_022,SAMPLE_023,SAMPLE_024,SAMPLE_025,SAMPLE_026,SAMPLE_027,SAMPLE_028,SAMPLE_029,SAMPLE_030,SAMPLE_031,SAMPLE_032,SAMPLE_033,SAMPLE_034,SAMPLE_035,SAMPLE_036,SAMPLE_037,SAMPLE_038,SAMPLE_039,SAMPLE_040,SAMPLE_041,SAMPLE_042,SAMPLE_043,SAMPLE_044,SAMPLE_045,SAMPLE_046,SAMPLE_047,SAMPLE_048,SAMPLE_049,SAMPLE_050,SAMPLE_051,SAMPLE_052,SAMPLE_053,SAMPLE_054,SAMPLE_055,SAMPLE_056,SAMPLE_057,SAMPLE_058,SAMPLE_059,SAMPLE_060,SAMPLE_061,SAMPLE_062,SAMPLE_063,SAMPLE_064,SAMPLE_065,SAMPLE_066,SAMPLE_067,SAMPLE_068,SAMPLE_069,SAMPLE_070,SAMPLE_071,SAMPLE_072,SAMPLE_073,SAMPLE_074,SAMPLE_075,SAMPLE_076,SAMPLE_077,SAMPLE_078,SAMPLE_079,SAMPLE_080,SAMPLE_081,SAMPLE_082,SAMPLE_083,SAMPLE_084,SAMPLE_085,SAMPLE_086,SAMPLE_087,SAMPLE_088,SAMPLE_089,SAMPLE_090,SAMPLE_091,SAMPLE_092,SAMPLE_093,SAMPLE_094,SAMPLE_095,SAMPLE_096,SAMPLE_097,SAMPLE_098,SAMPLE_099,SAMPLE_100
GENE_0229,3.0779564207611196,2.9727391635159353,1.302000067014212,2.0968878758417664,6.088166022100254,3.375470725366965,2.8478162417581343,5.53235194538776,2.578145121047467,2.952986504036183,4.385545222619584,2.572741591924789,2.1707288140636942,0.8285347258902741,1.962177288180536,1.9519700543309946,3.2718317400070642,2.325677286518596,6.021140406430318,1.8343303760075511,4.953427461090849,3.3512122679634575,4.133926911502511,4.051414879313314,0.8511482100246,3.053838393279713,2.7408548500365595,1.7569434185723545,3.6668060282681387,5.396497889710298,0.5947146824870716,2.4140919130445777,1.6443094932294575,3.1601012792163057,2.6634537626349757,2.3312015785719242,3.974934207533413,5.283427440596636,6.738436454984206,2.1784690961941813,1.1349894686937394,3.799649630811195,5.247319020001893,4.143338025708919,5.241507060406428,2.786054798317834,2.326698111407339,3.2161754636650004,2.6574639412505423,3.9392821234109805,4.356664556549208,4.464336244714977,3.7346798172078497,3.3851800077862277,4.117134025303832,1.0269426707500207,3.33926863204961,3.1353993077618205,3.3425319475186104,2.957757933491152,3.6299368430050425,2.3672338259429293,4.576708423090839,3.6854552440489248,3.2616433996764465,2.2260215168104014,4.145552451994678,3.3341846620108377,2.160680281728133,2.996754126418754,3.8934639733665795,3.789444660975033,3.7032396401846026,3.1867235333817314,4.433686522756707,4.726696106862539,4.0396276288788835,2.352308864983187,1.8338811131282393,2.40300272903672,5.731336113543408,3.432060767192242,5.97629663912066,2.916897954089189,2.745045037442609,2.974826502634607,2.952039590282803,2.1403734999784763,1.7408598157403237,3.7223335856070507,4.473727095095944,6.429587255143026,2.533272948086188,2.6306783049823506,2.1430754623165456,4.571461865945605,4.145104042151849,2.026539351429613,1.9991232451446386,4.3329986667069225
GENE_0230,3.5655353012153275,4.0681897202873625,2.0201931494854164,1.0908974425930613,2.028683929231318,3.972583558285943,5.95445764758555,2.5383457827307616,6.188671652849852,4.165301535903853,1.5032770353652982,3.3437719295039106,4.21187365754895,0.7254830463842449,3.9141547721133274,4.636471325838156,3.5862491200025426,2.9903710943307056,2.8511332286260904,2.7788593878625942,1.7135401294977821,2.237368590324084,2.553733973187557,3.213676056093568,2.38795835393575,2.035044336689718,4.0700649403630695,3.548925109992142,2.4085157906435124,3.7289242229013984,2.5101049894813996,3.1489430226871336,4.363905997284605,2.333440172467498,1.7171202674190764,2.885737970073333,1.531030012321253,2.722202715120442,2.718300152567616,0.7039531241066231,3.7614429612506375,2.8390082027227557,4.649178581323057,3.3457205468826423,4.037305270576942,4.660459119157572,2.9024913728598984,3.0674625013417343,1.3401750193820916,4.729113390698524,2.8850358860299496,1.8885968050922093,4.042879618019651,0.8761361684285066,2.5385724341464884,4.2724577883565455,2.528490031298476,2.2029259028146453,2.554259766489609,0.9928553290885489,4.010049206751364,2.9135344540174275,2.7284771330750095,2.7329570097704896,3.086414958116696,3.926262784809664,3.002558252426584,1.5327556790272616,3.821515964950708,3.7186445677949074,3.3327126353158287,4.501764387442658,3.107180691224537,4.551634073318876,4.962593105488344,3.8306302458593544,2.169143420577246,2.9036554161948924,4.728166984113865,1.407427209541515,2.5832896727524504,2.6424106795914883,2.0393203507319697,4.224030041689254,3.5571091869651297,2.210683048842071,3.8617735296786426,2.869184117248997,2.0121281273090945,2.208579701259718,3.635501798940596,4.314488196722617,2.4702462921516664,3.7799016831368113,5.206976196026602,1.631478748940339,3.5292200648239174,4.166440331428985,2.9483020037983425,4.727371763438938
GENE_0231,6.079139615066591,3.513001476751924,2.776065308749059,4.366567310893494,4.181994004040425,0.6737517631672006,3.0650329308639117,2.5801102128543514,3.583389392621794,2.8254059881938307,2.960834867036226,2.041501960686936,4.035842982176787,5.309945716093493,2.058508348539955,1.4995233542596575,3.0939571678775497,3.03215777217472,4.633995042095215,1.66061180624485,2.410008201601834,0.897385337390479,4.917613420655469,3.3913421794675407,2.4978945131514867,1.5701710591568017,1.6593484264274299,3.606628195967854,1.7829989756515545,3.201468329506439,5.857830129614074,2.6368116371926673,1.9355100315187184,3.563964972301627,1.6639704156037716,5.4013490728940665,4.957578333946454,2.8620200982295025,2.0044326344811543,2.5427592510228294,2.6999347079880835,3.5660253149853864,4.45269811188593,1.8563165874191878,4.41317845134266,3.8781338781879335,2.4454392500442377,1.8042620528170996,3.217201362945553,1.8322966596866825,4.430743973269785,1.7661952145484183,3.7842694921454427,2.9665699246326906,2.3835133102754575,2.9386603106568443,4.508304167009179,1.697257515513479,2.5590475851314918,2.164870772105702,3.0195509265673723,2.2406012431801337,1.1769720158795578,1.8369176641861231,5.285639584690722,3.386361888821506,3.3415977972501416,2.71588426580989,3.0031114682076643,2.5379302411992923,3.756490416554264,3.197358696616435,1.7182683145264697,3.395493188651014,0.7067103161157858,3.606088303056738,1.4880774097937157,2.947165252207342,1.6948933797774286,3.072096597645592,3.8252197403704793,5.096312656276954,1.3684469921588418,4.364494725270363,3.2364271432394585,2.513068224270058,4.070181145149858,2.77318875328865,4.012826166896001,1.902797680700391,2.2997059353949867,4.320778319837844,5.071912618135652,3.024086480706319,0.5410953727845726,2.8187282260395925,3.109792042234214,2.7770711815966242,3.5037679726306776,2.4819125645046705
GENE_0232,4.177634833624313,1.7228457329110363,4.725380392270616,5.1625348043400745,1.9873890808198078,1.98680644450491,3.6018991728174035,1.7022873777780292,2.4633513685513933,4.5394141591880475,4.040012645198774,5.768913241195405,3.2876428731638896,2.3252387435284967,3.1338210360168,2.878936952087431,2.8964445183627046,3.038303782213014,1.9672547314113868,3.4327438888587385,1.4887214123484713,2.2041630716911293,2.918549771527269,0.8248868327840269,4.082578989383631,0.9621665903153781,3.9480416657789967,1.5985010858464728,2.5677230496481758,3.746075865523963,6.0781481975485745,3.2174836779553524,1.0125868880800393,4.334617138739101,2.778124763906781,3.157703997232684,3.797864163385553,0.8465650997694897,3.0768182382170153,2.5619981975477044,4.704544808904044,4.025799250375872,1.2940069588991614,4.761180432997907,3.6533862016482654,1.3632519408017758,3.139587277136039,4.446081587840987,1.6755920199832868,4.921231686412128,1.3939822192081939,2.120807060282558,1.9553487313143922,4.920333815960784,2.465225727967415,1.7267662493946558,3.6476577455079653,3.9367022740255098,3.9452737953276023,2.729684406205712,3.396550499588096,2.2799248405626105,5.337740848080147,4.597008279693566,4.512406009892356,4.116711540028252,3.7468805382981807,1.6456870618224722,3.8991414170144867,3.214668366536925,4.762206217063882,4.134804662743743,3.787847976751198,1.2456915488798932,2.956027210277752,2.386700968853842,3.3937195457669764,2.55498586002524,2.7240423676553522,3.6660190430331414,2.535152679476112,3.2241031714593618,1.3879277668208683,2.0752808243099223,3.929775712707373,1.6596283949801671,4.737704256346365,4.363021078056032,2.73349471392073,7.221349335533784,4.734064163963888,1.9484927453791134,4.051624277749243,3.152525206468774,2.1369600590201374,1.8216038824749328,4.391164748045139,2.3401463720304325,2.939858646789161,1.9788033634001523
GENE_0233,2.168891762355761,2.9084769343830623,3.5721225841194353,0.6371349959784831,3.090030436709067,2.1711774372207344,4.955823242723813,7.141141712773298,2.622669787296963,1.2142394828814345,3.218030907765734,2.810831939187595,5.756386663452043,5.326187098620929,4.21378545363065,2.353187402436084,3.95907968500858,3.41023062488284,3.379311653405156,1.353581981590652,4.483227730224937,3.206359351927456,2.9411573392009687,2.3375870515379162,2.118153268326349,3.4786892839839685,1.1922578384983102,4.110435171059507,1.837990033684259,0.9582917195818679,5.54506407504475,2.047103994496325,2.1981428278753463,4.583640937046852,5.5910135248125234,1.375845104956224,1.9411360669088713,2.0202906099126565,4.308722763227918,5.2875754338388745,1.8109188040726039,4.973115493349659,2.212973024554868,3.5034842740774765,1.619209331205579,2.9147302307212306,2.928276947574167,2.6761765239392536,3.5678797444593675,1.8872277273350275,2.019155349639165,3.637917824199872,4.871677120832624,3.0395582878794944,3.7254461877687075,4.06777091047055,4.166235294762628,1.9439574775771347,2.1366277384503385,2.234469825078483,5.695923571552378,3.7314780928736546,3.671710701086901,3.543149440718156,1.5715856936077641,5.709446201550738,3.6928251395912364,4.020446164733291,1.1790329757218854,4.097044496704377,2.626376520602948,1.5696816809144452,1.9437023608690192,1.625599035947848,1.6091738763117096,3.1457213336315384,2.589531636991677,3.5007831162635576,5.339392986245497,2.905257936253215,0.8341377392871009,2.7657610088166846,4.665109221524688,2.9598750432701317,5.133445755587871,3.6579240700058135,1.1213756079787522,3.2086415324028805,3.4521100995413008,4.508818142881562,5.541875265873448,4.271656781386457,3.641378028399417,3.9569492020421646,2.857249391627183,1.4388653301209515,3.1213675123008593,3.5419025361737164,1.685902304315335,4.850205102376268
GENE_0234,4.405619024147775,1.523213779588289,4.904849583245249,2.6845098942392265,2.1349769048839637,4.507331116223913,3.003832536563871,5.654269927015989,2.0527932369244413,1.206515045803973,2.7185438697666306,4.110059688614819,1.9722223474118854,1.5626899273188033,3.3631565541873454,1.4381284680963915,3.464819917642069,2.6452485943362727,3.713175400422963,1.5118850394157342,4.8105913154197815,2.838580394024246,4.075155966267869,4.343092851182572,1.7321793011116282,4.236839627119394,1.4735333400170856,1.5247417084057877,5.745977726452755,4.55229328834713,5.901395960391188,2.609467162610382,3.199441008187172,3.7570598273072613,3.05302262366186,2.1711605925302506,2.005741773612487,3.3435487430717097,1.8247598899811899,1.7958788784860604,3.579246146075843,2.9482900300977155,4.312017028036385,2.543785282300737,2.3595008414232574,3.618930629564381,2.0977564119663508,2.2708878524457567,2.316449899864509,2.8055477327305636,5.475275946782749,1.518488297086758,4.806896834814798,4.040256534185045,5.186241202061133,7.419125581958941,4.996458337797152,4.296212036819619,1.5795396787706588,1.7032850371844344,3.535177799210834,1.2341691104631574,3.8751136984773846,0.9059547791693369,4.608113817550769,2.6682191302100207,3.230553379514229,2.1686512857802955,1.075053835153542,4.722391215963011,4.862852263424893,2.632091084397979,3.937711737765059,2.584566572777392,3.440957012583546,4.069207919266806,3.794144748712794,4.870192158915095,3.745742113519632,3.1042555353717147,2.1540366472008663,2.480023112247451,4.138386243352968,1.403656351479582,4.543943504504049,2.7176807973356834,2.0904856912623706,1.791915371898844,3.9544920626540208,3.0499197057811025,5.216818114019182,1.627372931014943,2.3630938881651242,2.951980448050811,2.1647439030117743,3.0762864434428905,3.4816341968505844,3.6998771951934954,5.100990692879474,1.588215580340448
GENE_0235,3.505638427332961,2.283695551034369,3.627494086771187,3.6292428684576734,1.9084563974088562,2.000254681432316,3.7360814338384474,3.0982903513214186,2.7932923151099467,3.9323954539462025,4.032035485603983,2.4197665134294786,2.053707535385696,1.6285017408545996,3.1111034123204693,1.475293987903728,3.1955844484385043,4.69761126812714,2.6297053897495934,2.4120592658268194,5.793911624519349,5.105941840007495,2.150482169274646,3.246568364940859,3.4936941541035154,3.3302872453280035,5.534869060172461,3.179917060941409,3.3739813130027003,3.9737933192008734,4.660294175997577,4.311596317433608,3.771400718920399,1.3531693313291007,2.468627280234541,4.151139819126162,3.3911517112137397,4.1602736664225946,5.637276145542831,1.712554121051322,4.58830293178071,2.657694276560557,4.309473691659755,3.01625844750073,5.977095568756861,3.2350527870027688,2.291070198389658,3.614055999523,3.487470136386308,4.5885613901784605,3.651431057656938,6.472492248411633,2.9279117552097533,2.942690132957774,2.333272539589945,3.1779129759444995,3.365933383562124,3.431425399949416,3.154221429334702,2.3264130642712946,2.02139269225947,2.603486739658943,4.59331911262172,4.892255186937235,2.971165473945129,1.9567278607754468,2.9658688620028264,5.92693562128581,4.3967634115052965,3.7883327231799795,4.346946597549587,5.14919651745939,1.7367999143063266,2.583186063327492,2.4208323188626704,3.83707157248948,3.2738290503001455,4.065371478266509,2.446501907051307,4.9133846884249,2.9807751962414892,3.9817423416041273,4.6678977109049,4.556811454161559,3.5360191607654743,4.151038659148628,5.431888973425242,3.738694660499521,2.1897018321278052,3.8316199396040367,3.0212407123447944,0.7707005825042631,3.6699589318413284,3.217739489907467,4.613903577562745,2.1667206103885417,1.4001741782179749,3.2849195010905827,3.561548504527659,3.1883951747294446
GENE_0236,3.0948557744375904,1.8228271176534987,2.8934974577704775,2.6358210719058515,4.49827213792028,3.560423445132121,2.721531205817567,5.406843195730194,2.7326640021455018,3.797761992581597,2.858599388583544,5.276359173582886,3.179442025244626,3.2174350716263604,2.8923073970219235,3.321002803173118,4.673623968428009,4.187140646327042,3.1042447801632904,5.375072000107503,4.22417572876273,2.527942309346266,1.5151475490702053,2.555625754840215,3.605412408323538,3.850609151747153,4.895514752676913,1.7962050485476064,2.5267806055464934,1.7118730276613363,1.5544007395202848,2.305662420576661,3.543646016056458,4.08584125829203,1.949482035051383,2.1007967718846197,1.1675487460211196,3.3441860065436724,2.18689489551584,5.321182210309241,3.6007255830315414,2.852973739416326,2.2903835521659572,1.4100870913605577,1.5268754977382117,2.3122006505956443,2.224449225256514,1.8955096740965072,3.5574783732591952,3.739581350291204,2.5035965270121214,5.705146894514708,1.1942332489504612,3.142671079617258,2.794578392328069,2.395097802805803,2.225855595910736,3.0596680956523064,2.786004030408579,2.5833823943572836,1.5927955646335912,1.301615890073053,2.7086661966782577,2.571109138970646,2.821220390985574,2.931398989928241,2.4281334836557367,2.802203694994321,2.05209221385678,5.125898969993307,2.1113584776443517,2.608542379466555,2.1963044361256445,2.1773986184050895,3.0998667653818015,2.9394096633698967,2.5026126986826815,2.7148280595589305,2.2007900700432144,3.5900288527606037,5.8751972276456526,2.0288186985600962,3.5797633348882156,3.1257773862827016,3.9467492438347134,3.9847796564877593,3.3325641020152013,3.0180289427867764,2.532393063602044,2.150077022294262,2.946172632580058,1.6064551912057283,2.344882981020625,4.545388348383613,3.194406939710669,4.251061228307619,5.049861622255829,2.8460358103407044,3.33505043119496,2.692394251475269
GENE_0237,2.0971141985773207,1.944551679282682,4.183468379486664,3.3367420713908,5.579955545389623,4.359799332778683,2.1879374355008028,4.179640283191934,2.6884566817581654,4.6976430572405175,2.4707598709306247,1.8397356836524765,2.1157792147267704,2.172812002026452,2.0666507468353004,2.369554199764963,4.20193627660314,5.508577769954551,1.5626048678873383,4.7624131994159065,2.4809724345331867,3.518961885526528,1.2709452341718173,3.752625248569655,0.9961730051112012,3.474325237308231,3.400104736991698,3.3138583706781395,2.183775848638904,3.786705426283491,3.5759540630992777,2.8052378165050778,3.951094656576237,2.947731482683259,3.7589602549823957,2.9097899413810855,3.3472425679184172,3.8204526158442422,2.576130831164001,1.6560368312339981,3.4247099878606937,4.659562097621264,3.4549283333100504,3.4798499194068153,3.015050577703399,4.042061337402653,2.834981044023803,2.5092238054428746,4.543240590200943,2.4187012106252936,4.246696346234191,4.544120472600743,3.8098569765558503,1.6409073289235505,3.103070286729817,2.8150753742920465,2.4593411401231324,3.251394435163358,4.082870606577502,2.5036912789728154,2.853052135432065,2.766867703693083,4.624218809952747,2.747148076980566,1.655476395332685,1.3402696268797838,3.538525704434596,2.154861338823482,3.946877071027791,1.5616216734128683,2.4088874308463497,1.5622428979987506,3.6335911159875587,3.9200775551142364,3.5067763159925724,1.8050606829513574,2.171578442092279,3.3701743623457427,1.2427598084027138,2.7667741557486787,5.116033624267945,2.8424022015834267,1.4156053905331252,2.3291996826171553,2.3023562239030153,5.995986812402308,5.324906615451142,4.030974875641575,2.642276075338082,4.675137447512216,1.7564542820890654,4.5036040580184915,4.299370549669172,2.877992852845514,4.590067523117333,2.5171700907199304,1.6254124075083587,4.36791567329062,2.9607508270218457,3.856759955339948
GENE_0238,5.543639977330235,2.1980357404882502,2.887927680432843,5.189967413059184,3.9468868193856115,2.2234515673337394,1.9423636824342223,2.4215844240224533,2.179834188417481,3.374128931489942,3.168633657130323,3.4288433318863523,2.0660345984637485,2.978885216244174,0.9603805226836261,3.254306080032725,4.640237150658853,1.4738295745244063,3.698470992021252,2.3250350956604606,4.128114277253286,3.2719361841007046,3.593969540028148,3.1511946815333,4.852586884874111,3.5183402781341,2.2170598549325775,3.1946675995776284,2.611075315145756,3.276790321590529,2.54993377843701,2.24956038685651,3.324587069050694,3.139633992465913,4.4862054641755105,2.5556951063554427,1.0138771356455318,2.6171229459240566,1.2944949837479791,3.6084889903627033,1.2543260298113157,1.9069202464669261,2.6189783805585285,5.153941238352975,1.818521225592535,3.0842833916133525,3.827496825303472,5.07003696099707,4.094532828248829,4.527515121302096,4.2123278544281515,1.6804727670133535,3.534521219634837,4.190982058044214,1.940781593131837,2.361238893803246,2.1075322202035354,4.08750936563683,2.980841453906555,2.669257940411671,1.6092847056178161,2.983219091166414,2.3753978405707428,3.381941347402659,1.746811117144793,3.296869051301346,2.527024521245086,1.6408471460713852,1.5653788880487236,1.712496795586235,2.809632379543704,3.2233352313754517,3.416528182283006,3.465948593466195,2.1572766813399675,4.478552668985405,2.5231208356979864,3.654215811085431,2.8620402371553304,3.555533247619223,2.799830379715108,3.5793292539487376,3.059123440124396,4.143543006313659,2.0903983269584923,1.175516158550892,1.9228361668504816,4.493046248732064,2.8739887985190378,3.186121111517977,1.838477246307114,3.1521291172804755,1.87064981893637,2.0277950136663723,2.570644088882698,3.6475069047698385,3.789811430706955,3.826247415704543,1.3275191981403585,3.0600431390089935
GENE_0239,2.8215362645900988,1.376571641287672,3.088838682058834,2.7553458290262696,3.735924784388485,3.172240643147234,2.3967108518795093,4.296342805240324,0.8492222765959367,2.9871633449738337,1.1808627387794524,1.9883239748049841,3.753665338706816,1.6165406112826046,1.4747789741834751,6.33973365937253,1.5349727925465917,5.3035876274948075,2.852033549046748,2.4254009601206197,3.8098160564020107,4.8640958888828365,1.7436720421065712,2.442542089954423,4.188539482673228,3.4403079546985023,4.538573177832731,3.740711016074097,5.525765815876215,3.297753323986147,3.353890915011074,3.4845513495602414,2.889039095883724,4.190199584497224,3.373728882908029,4.108642831752586,4.322011527128688,3.6254274406376887,3.7228398771152826,1.8837565103993383,2.3955036033897805,4.183786138675527,4.985528660285576,1.0436103504111867,2.3750778110682913,3.098565706423069,2.0239929001724626,2.086167113034443,3.6871452666717572,5.206445359779012,0.97722678299332,2.8541790366394837,3.6716636657909136,4.097818956050368,3.4811436970872545,5.459717032651703,3.1053035479775803,4.8298370147886835,2.2843549452631553,3.142439582621136,1.6769092340374336,4.262272478971426,2.9165919030050245,3.532055025282478,2.6783548231484122,3.8361512969458653,3.5843524582262396,1.900281285711233,1.961888683800923,3.033280983021516,3.934535331783692,5.602973134322457,3.4599638041214726,4.408533908488534,1.3061315655511792,5.815322257666237,3.862006340456912,3.0056636907827756,2.8613675969013683,1.7832295194264873,2.087527058863555,5.6701801851845826,1.9062502013519418,1.8859258714492193,2.2206884431528495,1.691352553630636,3.087976564436768,4.520620080069864,2.3256379499628554,1.5217438881323875,3.4453738179293727,2.9978737983884662,4.4019263737943986,2.5084989531047635,2.7433965371019737,2.8802558889656322,3.182194496245704,2.5825589029198586,2.390492166941861,1.111963098183902
GENE_0240,2.3779619579297617,4.009703934086902,4.193143036569522,2.48878222265227,4.812431816495563,3.0320964683133504,1.5553075143368376,1.272434397727889,4.699582570146078,2.606102736164192,1.6755715538103186,0.8250609618958675,2.578768761913463,3.5940313957738446,2.2258234979075775,1.8388841040095563,2.3966462934463553,4.734186963587223,1.5033243636575777,2.289708007588722,4.689180017826422,3.7127886583729297,3.2984521590746474,2.2819724049087653,3.1073415525432666,2.410155905054921,2.04568353282088,1.8111200437854618,4.103092497386086,2.992029743408616,3.4750849879109413,3.2629193589307954,3.641960667584036,2.750073034072844,2.4762917872321633,2.094158385323359,1.4837989282752133,1.7680796700119086,2.6152552002668537,1.314578903547027,1.5133308343857887,4.456150750718632,3.3569738670705034,2.511676619076155,6.182579725375431,1.275932871690025,4.364684592982532,2.927834128139807,4.1043852792691595,3.2078328638457787,1.0950970447890673,3.1904858072992144,3.5027383490702473,0.8681486185740813,5.717736208102336,3.4707448038481523,3.951280111859637,1.724036494526403,3.9764347482119686,4.521439643030989,3.395289157939696,3.0566065197594243,2.0084475356998044,2.797509337987419,2.4404471669744625,3.8167968092248366,2.0560926463970635,3.8069548600389815,2.0680416327367346,2.7407022076414362,3.8759272570668584,2.21890258732593,3.922353354962822,3.791346055376358,2.7301603987427767,4.621328946006856,3.167800011591443,4.5390684038912905,5.504938492244084,2.766569764203656,3.914833436437834,2.2944533254413573,1.8601804290052777,2.8231740803908947,1.5318459949922703,1.960987620978177,3.8428663786365846,2.4385414404990033,4.003332727787118,3.455270496739658,5.58638428060014,3.753028980994894,4.555559592697884,3.5902392275665327,3.4709888208646613,4.6254120033244055,3.9469755056454914,3.338609291711208,3.3328785405564845,3.7715939570607167
GENE_0241,2.255758617394374,2.207583699066332,4.988008333646945,5.605118276180048,1.970352812016239,2.2584729128345193,4.594681546656193,3.7652984066300763,3.957272931018978,4.256443211771066,2.767269881537976,3.495392322005792,3.3934926986984824,2.046661596410795,3.4758428451746965,4.726576988215939,2.6531188824694176,3.2640774867941107,3.3342486275152807,2.7133746495680398,3.957911582496685,2.245853310679889,4.858595301265547,3.8895929334287085,1.961887431180663,5.3704042983376175,3.284169390048059,2.1972533979346194,4.542213653025434,3.7134486462400598,1.1738539986033658,2.4244251071098852,3.428659565002786,0.8894837616322775,3.177145274842697,3.271072162184468,1.706015641403572,3.4176020804145804,3.0779971665082315,1.698218850438477,4.287852069829452,4.17624863972671,2.7071747436833573,2.819307678962722,4.0246485103541705,2.8167301498127078,1.0506998970352377,3.703143194591983,2.0963917424303484,2.585827007141588,5.033392011267103,2.899665630740417,3.0707133421759325,3.7334450853820473,3.727664373619563,1.980772169437999,2.9921654876098422,3.114546375119205,3.419409428146296,3.441915982162875,6.632889482031762,1.7136605011562012,4.3708352796759,4.651227841181795,3.7109332676769644,2.2798305459540233,5.323484386939189,0.868150206169979,2.2422100227097057,4.635032685949636,2.609590721098849,5.227628293716291,1.3947187951367503,1.7782155763529475,2.4174113537360165,3.610776819018299,2.790331929705708,2.465954578985429,4.981009438849801,5.111185548572941,2.556384931209181,1.22449588189579,0.8908673792472701,3.3766606608866785,3.9296571606596005,3.1488569476335284,2.9787917475481924,2.106036399273427,3.9283417655180926,5.342501984762774,0.8520215655793383,2.970490003315676,1.9260336840507342,1.4138731497181132,1.7599945473882028,3.5608822826631674,3.5943110464845867,5.036772924719495,3.079673222776571,1.1849225638591063
GENE_0242,2.7704245185536225,1.5094969909584184,1.6827834755877225,3.8282779921144745,3.3179767156871947,3.837676975781402,2.624828616888807,4.111836251696098,2.5575547639949106,4.558964458435839,3.5146911904109785,2.808892963658608,3.3412479873729546,3.0458367859564492,5.227125582269324,3.3846781266479677,3.0664594333025526,2.77002890857463,4.183514522469449,3.9998148912302156,2.726618975069523,1.7339984682553695,1.9993720111542799,2.83718057903883,4.881281922728631,2.7556538152269745,2.3445728952128726,1.1829052240773643,5.111320685165457,3.8128198473544437,4.119286685733821,4.345579131049449,2.861325069679722,3.176530060800414,5.076394186245516,3.2990393851070445,3.8376228945676756,4.220851048598541,3.9121076727967,2.9069264213356614,3.0255392693596534,4.09432323324653,4.092099127018942,4.630256589597464,3.7888068700324924,3.849810594401703,2.5183462989241634,2.35962447932304,4.098385026819775,2.3677198411778435,3.0422359091693125,4.923248889107264,4.70279037145249,3.458387325968583,2.6993561736052856,2.912917787672023,4.21690477833563,3.022229909947337,2.3862457691241397,4.696138151766747,3.301656840285145,2.3641490949256116,3.6924958982773606,4.358655299385233,1.8865517440534922,2.8169891656055204,2.75994840856606,3.6570547516419234,3.8974012344167352,2.394194642356038,1.4118145183973776,4.441914692171003,1.7702081444091784,3.4183073559974377,2.902161675144088,3.276847248995531,5.304590329553411,7.278029401266124,1.2885160825872588,4.376072983863017,2.871884777455647,4.464020627582023,4.339509906341143,4.966131494833707,3.436340631980154,2.0127988295518398,4.298926793386462,3.2194739461016253,2.775753004136319,2.4827251975677833,4.406889967100827,5.237325080855071,1.6941706227887399,3.8838715302377813,2.6068461627316664,1.4348671221971219,3.257792987833324,2.074470697071228,1.3365032897252431,2.1313581982799015
GENE_0243,1.8654529927524255,2.2839890006403394,1.56671648100446,2.5794606957073967,2.2082058142990215,3.5555235396592297,3.8456936754637887,3.403882999696747,2.7737804535522077,2.7406101434129684,2.0701411391154774,2.0966842900688443,3.9939870529967862,1.1837261408989304,2.966433325940276,2.6659961858830945,3.85320303917252,1.473583923224613,3.084379755667657,3.5125131201148223,1.0703580435150208,1.8170352523053463,2.952522300017986,3.739422943733772,3.3028225656860566,3.801334043984342,1.8118267002225756,1.3269410836922408,3.176421216157044,1.660455682796924,2.039198379369248,4.305266311597601,3.31138265583029,2.374749686706921,2.225437447581521,3.8824853390346803,3.3410892051611887,1.675083866360074,1.038128107494157,5.629693094759483,1.6672429834550553,3.7575164162480714,5.107330214122873,3.2576531414927348,2.337262814679646,1.4726266900194085,1.4597747056723323,3.5569504790112485,5.023750445473423,2.5790774968948753,2.3892356007714883,3.9857097331879614,2.2391610470368537,3.4226218945625018,3.121757440851111,2.5622688363000283,3.048782178041909,5.4621838156970295,3.8604570152847404,4.525574499108052,1.981314464464251,4.530315820608481,3.9068409709950207,1.4056587751347773,3.77368178926072,2.4389825233547415,1.3645204151628834,3.2346515051540297,3.7726813918440287,3.262835201651481,2.930751180206848,2.6574249089334843,6.460401350999049,1.706938728101241,4.224088802357336,3.0881247407150174,2.051065179432999,3.0071863796958596,1.503370101623462,2.3429894696916618,3.009036867963128,1.3598366998783287,3.7290630371823736,1.933042368746293,1.4490450693976327,1.8107484286218225,6.046620442287694,1.015910149969574,3.6355973336403684,2.16499104663594,2.6337363373697285,3.859648302926059,3.793788377831625,2.245135185730432,1.5363573773751509,3.884125369400705,3.790520269332343,2.7130017786294585,3.6433217672460674,2.518827296556548
